,State,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,num_parents,num_children,state_id
175,Kentucky,2p0c,566.8333333333334,439.8666666666667,1094.1083333333333,843.45,364.78333333333336,0.0,564.0916666666667,3872.9416666666666,2.0,0.0,21
176,Kentucky,2p1c,713.9166666666666,547.5,1161.1333333333334,1053.7416666666666,457.09166666666664,504.65,635.625,5073.608333333334,2.0,1.0,21
177,Kentucky,2p2c,713.9166666666666,693.475,1208.275,1263.9583333333333,509.90833333333336,1000.9916666666667,657.1166666666667,6047.55,2.0,2.0,21
178,Kentucky,2p3c,946.0416666666666,846.475,1235.5166666666667,1474.15,649.4916666666667,1153.725,730.65,7036.158333333334,2.0,3.0,21
179,Kentucky,2p4c,946.0416666666666,1035.9583333333333,1267.525,1684.3666666666666,718.1083333333333,1153.725,696.5083333333333,7502.391666666666,2.0,4.0,21
180,Louisiana,1p0c,620.84375,272.015625,901.734375,499.046875,323.515625,0.0,472.75,3089.859375,1.0,0.0,22
181,Louisiana,1p1c,826.921875,400.90625,959.59375,749.671875,444.859375,436.84375,488.953125,4307.84375,1.0,1.0,22
182,Louisiana,1p2c,826.921875,587.375,1034.0625,1000.328125,512.453125,733.34375,509.8125,5204.265625,1.0,2.0,22
183,Louisiana,1p3c,1081.734375,783.625,1084.828125,1250.828125,675.828125,824.578125,674.203125,6375.65625,1.0,3.0,22
184,Louisiana,1p4c,1081.734375,959.171875,1113.484375,1501.59375,739.46875,824.578125,680.953125,6900.8125,1.0,4.0,22
185,Louisiana,2p0c,679.0,498.734375,1067.671875,998.09375,426.71875,0.0,573.0625,4243.25,2.0,0.0,22
186,Louisiana,2p1c,826.921875,620.6875,1140.40625,1248.71875,524.484375,436.84375,637.34375,5435.515625,2.0,1.0,22
187,Louisiana,2p2c,826.921875,786.265625,1189.984375,1499.375,584.5625,733.34375,627.84375,6247.921875,2.0,2.0,22
188,Louisiana,2p3c,1081.734375,959.734375,1218.03125,1749.90625,739.6875,824.578125,700.484375,7274.234375,2.0,3.0,22
189,Louisiana,2p4c,1081.734375,1174.53125,1240.546875,2000.65625,817.484375,824.578125,683.09375,7822.53125,2.0,4.0,22
190,Maine,1p0c,686.375,329.4375,913.125,433.8125,368.0625,0.0,516.5,3247.5,1.0,0.0,23
191,Maine,1p1c,935.5625,485.4375,982.5625,652.3125,514.9375,584.0,558.5,4713.6875,1.0,1.0,23
192,Maine,1p2c,935.5625,711.375,1062.875,871.0,596.75,976.1875,602.6875,5756.4375,1.0,2.0,23
193,Maine,1p3c,1208.8125,949.125,1132.3125,1089.625,781.9375,1097.0,816.9375,7075.5625,1.0,3.0,23
194,Maine,1p4c,1208.8125,1161.75,1163.3125,1307.9375,858.875,1097.0,826.6875,7624.25,1.0,4.0,23
195,Maine,2p0c,748.25,604.0,1082.75,867.9375,489.9375,0.0,585.5625,4378.75,2.0,0.0,23
196,Maine,2p1c,935.5625,751.625,1160.8125,1086.625,611.4375,584.0,698.4375,5828.625,2.0,1.0,23
197,Maine,2p2c,935.5625,951.9375,1230.75,1305.1875,684.0,976.1875,704.0625,6787.75,2.0,2.0,23
198,Maine,2p3c,1208.8125,1162.4375,1260.5,1523.4375,859.3125,1097.0,815.125,7926.4375,2.0,3.0,23
199,Maine,2p4c,1208.8125,1422.5625,1270.625,1741.9375,953.3125,1097.0,807.3125,8501.6875,2.0,4.0,23
200,Maryland,1p0c,925.25,288.375,875.4583333333334,297.6666666666667,439.75,0.0,558.1666666666666,3384.875,1.0,0.0,24
201,Maryland,1p1c,1252.875,425.0,974.0,450.0416666666667,607.9583333333334,800.9583333333334,689.6666666666666,5200.458333333333,1.0,1.0,24
202,Maryland,1p2c,1252.875,622.7083333333334,1066.75,602.2083333333334,679.625,1300.0,764.2916666666666,6288.625,1.0,2.0,24
203,Maryland,1p3c,1655.375,830.6666666666666,1146.2916666666667,754.5833333333334,900.875,1453.375,1032.375,7773.833333333333,1.0,3.0,24
204,Maryland,1p4c,1655.375,1016.875,1187.8333333333333,906.75,968.1666666666666,1453.375,1010.0416666666666,8198.916666666666,1.0,4.0,24
205,Maryland,2p0c,1031.375,528.7916666666666,1088.3333333333333,595.3333333333334,565.2083333333334,0.0,651.25,4460.416666666667,2.0,0.0,24
206,Maryland,2p1c,1252.875,658.0833333333334,1178.125,747.5,692.3333333333334,800.9583333333334,795.75,6125.916666666667,2.0,1.0,24
207,Maryland,2p2c,1252.875,833.4583333333334,1257.0,899.875,755.9166666666666,1300.0,804.9166666666666,7104.125,2.0,2.0,24
208,Maryland,2p3c,1655.375,1017.5,1296.5416666666667,1052.25,968.375,1453.375,973.625,8417.5,2.0,3.0,24
209,Maryland,2p4c,1655.375,1245.0833333333333,1325.1666666666667,1205.2083333333333,1050.9166666666667,1453.375,945.0833333333334,8880.0,2.0,4.0,24
210,Massachusetts,1p0c,1213.142857142857,333.92857142857144,829.8571428571429,369.5,560.5,0.0,691.4285714285714,3998.4285714285716,1.0,0.0,25
211,Massachusetts,1p1c,1690.7142857142858,491.85714285714283,912.2142857142857,568.7857142857143,790.7142857142857,1184.0714285714287,1066.7142857142858,6705.142857142857,1.0,1.0,25
212,Massachusetts,1p2c,1690.7142857142858,720.7857142857143,1004.2857142857143,767.7857142857143,873.7857142857143,1965.5,1347.7857142857142,8370.5,1.0,2.0,25
213,Massachusetts,1p3c,2130.785714285714,961.5,1082.5,966.6428571428571,1120.5,2205.785714285714,1731.9285714285713,10199.714285714286,1.0,3.0,25
214,Massachusetts,1p4c,2130.785714285714,1177.0,1135.5,1165.7142857142858,1198.5714285714287,2205.785714285714,1761.2142857142858,10774.5,1.0,4.0,25
215,Massachusetts,2p0c,1374.0714285714287,612.0,1026.7142857142858,739.7857142857143,719.4285714285714,0.0,817.5,5289.642857142857,2.0,0.0,25
216,Massachusetts,2p1c,1690.7142857142858,761.7142857142857,1116.7142857142858,938.6428571428571,888.6428571428571,1184.0714285714287,1151.5714285714287,7731.857142857143,2.0,1.0,25
217,Massachusetts,2p2c,1690.7142857142858,964.4285714285714,1194.5,1137.7142857142858,962.0714285714286,1965.5,1347.7857142857142,9262.857142857143,2.0,2.0,25
218,Massachusetts,2p3c,2130.785714285714,1177.642857142857,1247.7857142857142,1336.5714285714287,1198.7857142857142,2205.785714285714,1679.5,10976.92857142857,2.0,3.0,25
219,Massachusetts,2p4c,2130.785714285714,1441.2857142857142,1272.5,1535.5,1294.2142857142858,2205.785714285714,1720.357142857143,11600.5,2.0,4.0,25
220,Michigan,1p0c,575.9156626506024,260.144578313253,907.4216867469879,376.8433734939759,302.86746987951807,0.0,429.8072289156627,2852.722891566265,1.0,0.0,26
221,Michigan,1p1c,811.2168674698795,383.3614457831325,978.5180722891566,566.0843373493976,432.8313253012048,589.3855421686746,471.10843373493975,4232.265060240964,1.0,1.0,26
222,Michigan,1p2c,811.2168674698795,561.6626506024096,1053.3614457831325,755.2650602409639,497.4698795180723,1246.6024096385543,564.4819277108434,5489.891566265061,1.0,2.0,26
223,Michigan,1p3c,1061.6144578313254,749.3253012048193,1136.2168674698796,944.433734939759,656.2048192771084,1448.867469879518,727.1084337349398,6723.722891566265,1.0,3.0,26
224,Michigan,1p4c,1061.6144578313254,917.2048192771084,1164.9759036144578,1133.7951807228915,717.0361445783133,1448.867469879518,683.0963855421687,7126.433734939759,1.0,4.0,26
225,Michigan,2p0c,643.9277108433735,476.90361445783134,1080.2048192771085,753.0,406.09638554216866,0.0,526.4819277108434,3886.759036144578,2.0,0.0,26
226,Michigan,2p1c,811.2168674698795,593.5783132530121,1152.0481927710844,942.4578313253012,509.0240963855422,589.3855421686746,613.8192771084338,5211.481927710844,2.0,1.0,26
227,Michigan,2p2c,811.2168674698795,751.8795180722891,1236.6144578313254,1131.5903614457832,566.2650602409639,1246.6024096385543,675.7590361445783,6419.915662650603,2.0,2.0,26
228,Michigan,2p3c,1061.6144578313254,917.7951807228916,1263.5421686746988,1320.9638554216867,717.2289156626506,1448.867469879518,744.843373493976,7474.951807228916,2.0,3.0,26
229,Michigan,2p4c,1061.6144578313254,1123.1686746987953,1276.1927710843374,1510.2409638554218,791.6265060240963,1448.867469879518,688.5301204819277,7900.253012048192,2.0,4.0,26
230,Minnesota,1p0c,573.8505747126437,273.48275862068965,927.7586206896551,367.6896551724138,307.0,0.0,431.51724137931035,2881.2183908045977,1.0,0.0,27
231,Minnesota,1p1c,832.9540229885057,403.04597701149424,1005.448275862069,607.3218390804598,447.7931034482759,711.5402298850574,492.7816091954023,4500.827586206897,1.0,1.0,27
232,Minnesota,1p2c,832.9540229885057,590.4367816091954,1101.8275862068965,847.1494252873563,515.7931034482758,1200.4597701149426,574.1034482758621,5662.885057471264,1.0,2.0,27
233,Minnesota,1p3c,1132.5632183908046,787.8045977011494,1158.0804597701149,1087.1494252873563,695.7701149425287,1350.9540229885058,827.2413793103449,7039.517241379311,1.0,3.0,27
234,Minnesota,1p4c,1132.5632183908046,964.2183908045977,1189.5402298850574,1327.0229885057472,759.7701149425287,1350.9540229885058,827.1034482758621,7551.275862068966,1.0,4.0,27
235,Minnesota,2p0c,655.4942528735633,501.35632183908046,1109.2183908045977,734.6896551724138,419.17241379310343,0.0,517.6666666666666,3937.7816091954023,2.0,0.0,27
236,Minnesota,2p1c,832.9540229885057,623.9655172413793,1205.344827586207,974.6781609195402,527.8965517241379,711.5402298850574,658.4597701149426,5534.977011494253,2.0,1.0,27
237,Minnesota,2p2c,832.9540229885057,790.4022988505748,1259.7011494252874,1214.6666666666667,588.080459770115,1200.4597701149426,688.9310344827586,6575.183908045977,2.0,2.0,27
238,Minnesota,2p3c,1132.5632183908046,964.8620689655172,1289.7931034482758,1454.6666666666667,760.0,1350.9540229885058,839.735632183908,7792.425287356322,2.0,3.0,27
239,Minnesota,2p4c,1132.5632183908046,1180.7816091954023,1303.7701149425288,1694.4137931034484,838.2413793103449,1350.9540229885058,813.6321839080459,8314.379310344828,2.0,4.0,27
240,Mississippi,1p0c,551.4024390243902,266.0487804878049,921.3170731707318,489.1951219512195,296.1585365853659,0.0,462.1585365853659,2986.2195121951218,1.0,0.0,28
241,Mississippi,1p1c,725.109756097561,392.109756097561,975.0731707317074,732.0853658536586,404.8536585365854,274.4024390243902,414.7682926829268,3918.4024390243903,1.0,1.0,28
242,Mississippi,1p2c,725.109756097561,574.4024390243902,1034.6341463414635,975.5,470.8658536585366,414.1463414634146,394.7926829268293,4589.548780487805,1.0,2.0,28
243,Mississippi,1p3c,938.0365853658536,766.3536585365854,1075.9878048780488,1219.0731707317073,617.5731707317074,457.0975609756098,456.890243902439,5530.634146341464,1.0,3.0,28
244,Mississippi,1p4c,938.0365853658536,938.0243902439024,1098.9146341463415,1461.8048780487804,679.7439024390244,457.0975609756098,424.7560975609756,5998.5,1.0,4.0,28
245,Mississippi,2p0c,588.0243902439024,487.6707317073171,1079.8170731707316,978.390243902439,389.7926829268293,0.0,535.9512195121952,4059.5975609756097,2.0,0.0,28
246,Mississippi,2p1c,725.109756097561,607.0731707317074,1136.3902439024391,1221.280487804878,482.7073170731707,274.4024390243902,556.2926829268292,5003.304878048781,2.0,1.0,28
247,Mississippi,2p2c,725.109756097561,768.939024390244,1175.9878048780488,1464.6951219512196,541.280487804878,414.1463414634146,518.4268292682926,5608.451219512195,2.0,2.0,28
248,Mississippi,2p3c,938.0365853658536,938.5853658536586,1198.1829268292684,1707.6097560975609,679.939024390244,457.0975609756098,553.0121951219512,6472.768292682927,2.0,3.0,28
249,Mississippi,2p4c,938.0365853658536,1148.621951219512,1203.9756097560976,1951.0,756.060975609756,457.0975609756098,511.780487804878,6966.731707317073,2.0,4.0,28
250,Missouri,1p0c,501.9130434782609,249.72173913043477,912.9478260869565,501.67826086956524,272.3478260869565,0.0,433.4782608695652,2871.7739130434784,1.0,0.0,29
251,Missouri,1p1c,713.6434782608695,368.0695652173913,973.2260869565217,752.3304347826087,391.9478260869565,450.4260869565217,444.4869565217391,4094.113043478261,1.0,1.0,29
252,Missouri,1p2c,713.6434782608695,539.2434782608696,1037.2608695652175,1003.2521739130435,453.96521739130435,856.3391304347826,484.495652173913,5088.356521739131,1.0,2.0,29
253,Missouri,1p3c,947.4173913043478,719.3652173913043,1085.5826086956522,1254.2434782608696,603.9739130434782,981.3130434782609,628.7565217391304,6220.652173913043,1.0,3.0,29
254,Missouri,1p4c,947.4173913043478,880.591304347826,1133.0086956521739,1505.2608695652175,662.3739130434783,981.3130434782609,625.3304347826087,6735.156521739131,1.0,4.0,29
255,Missouri,2p0c,556.7565217391304,457.8695652173913,1080.095652173913,1002.6521739130435,367.68695652173915,0.0,502.6521739130435,3967.7739130434784,2.0,0.0,29
256,Missouri,2p1c,713.6434782608695,569.8086956521739,1141.121739130435,1253.6869565217391,465.0521739130435,450.4260869565217,585.4434782608696,5179.208695652174,2.0,1.0,29
257,Missouri,2p2c,713.6434782608695,721.8260869565217,1188.0782608695652,1504.7739130434782,520.0608695652174,856.3391304347826,608.0608695652174,6112.75652173913,2.0,2.0,29
258,Missouri,2p3c,947.4173913043478,881.104347826087,1237.5565217391304,1755.695652173913,662.5565217391304,981.3130434782609,698.3217391304348,7163.965217391305,2.0,3.0,29
259,Missouri,2p4c,947.4173913043478,1078.2695652173913,1248.0608695652174,2006.6782608695653,734.0,981.3130434782609,673.7739130434783,7669.452173913043,2.0,4.0,29
260,Montana,1p0c,586.4642857142857,284.5892857142857,1004.9642857142857,412.01785714285717,315.64285714285717,0.0,503.35714285714283,3106.6964285714284,1.0,0.0,30
261,Montana,1p1c,829.4464285714286,419.35714285714283,1066.8035714285713,618.1428571428571,452.42857142857144,604.6607142857143,575.3392857142857,4566.625,1.0,1.0,30
262,Montana,1p2c,829.4464285714286,614.5178571428571,1169.7857142857142,825.0,523.1071428571429,1299.3392857142858,739.7142857142857,6001.125,1.0,2.0,30
263,Montana,1p3c,1105.875,819.7321428571429,1210.4107142857142,1031.857142857143,697.7857142857143,1513.142857142857,989.4464285714286,7368.196428571428,1.0,3.0,30
264,Montana,1p4c,1105.875,1003.4107142857143,1229.6607142857142,1238.875,764.2678571428571,1513.142857142857,990.0535714285714,7844.892857142857,1.0,4.0,30
265,Montana,2p0c,653.0892857142857,521.6785714285714,1170.892857142857,823.9464285714286,425.6607142857143,0.0,562.8571428571429,4157.803571428572,2.0,0.0,30
266,Montana,2p1c,829.4464285714286,649.1964285714286,1275.5892857142858,1030.0714285714287,535.8035714285714,604.6607142857143,705.4107142857143,5630.571428571428,2.0,1.0,30
267,Montana,2p2c,829.4464285714286,822.4285714285714,1313.607142857143,1236.9285714285713,598.5535714285714,1299.3392857142858,806.4285714285714,6906.571428571428,2.0,2.0,30
268,Montana,2p3c,1105.875,1004.0357142857143,1330.9642857142858,1443.7857142857142,764.4642857142857,1513.142857142857,942.2142857142857,8104.339285714285,2.0,3.0,30
269,Montana,2p4c,1105.875,1228.75,1333.4642857142858,1649.9464285714287,845.875,1513.142857142857,933.0535714285714,8610.42857142857,2.0,4.0,30
270,Nebraska,1p0c,505.23655913978496,265.3225806451613,976.1397849462365,591.8172043010753,279.21505376344084,0.0,474.73118279569894,3092.1935483870966,1.0,0.0,31
271,Nebraska,1p1c,755.6989247311828,391.1182795698925,1036.6666666666667,884.236559139785,415.494623655914,576.4408602150538,518.4301075268817,4577.741935483871,1.0,1.0,31
272,Nebraska,1p2c,755.6989247311828,573.010752688172,1134.8172043010752,1176.752688172043,481.494623655914,1337.4301075268818,714.9569892473119,6173.817204301075,1.0,2.0,31
273,Nebraska,1p3c,984.505376344086,764.494623655914,1174.3763440860216,1469.215053763441,633.6989247311828,1571.6344086021506,983.7311827956989,7581.430107526881,1.0,3.0,31
274,Nebraska,1p4c,984.505376344086,935.741935483871,1193.258064516129,1761.6236559139784,695.741935483871,1571.6344086021506,1020.9677419354839,8163.408602150537,1.0,4.0,31
275,Nebraska,2p0c,592.0645161290323,486.5376344086022,1141.8172043010752,1182.774193548387,390.81720430107526,0.0,581.8172043010753,4375.860215053764,2.0,0.0,31
276,Nebraska,2p1c,755.6989247311828,605.6021505376344,1241.6236559139784,1475.279569892473,493.23655913978496,576.4408602150538,694.4731182795699,5842.387096774193,2.0,1.0,31
277,Nebraska,2p2c,755.6989247311828,767.010752688172,1278.6881720430108,1767.763440860215,551.6666666666666,1337.4301075268818,812.5483870967741,7270.870967741936,2.0,2.0,31
278,Nebraska,2p3c,984.505376344086,936.2258064516129,1296.0,2060.537634408602,696.010752688172,1571.6344086021506,982.494623655914,8527.376344086022,2.0,3.0,31
279,Nebraska,2p4c,984.505376344086,1145.8172043010752,1302.0,2353.0752688172042,771.8709677419355,1571.6344086021506,1003.2150537634409,9132.032258064517,2.0,4.0,31
280,Nevada,1p0c,603.5882352941177,289.94117647058823,1011.0588235294117,491.47058823529414,323.70588235294116,0.0,414.2352941176471,3133.470588235294,1.0,0.0,32
281,Nevada,1p1c,888.5294117647059,427.29411764705884,1087.0588235294117,737.5294117647059,476.7647058823529,676.4117647058823,458.11764705882354,4751.35294117647,1.0,1.0,32
282,Nevada,1p2c,888.5294117647059,625.9411764705883,1179.5882352941176,983.0588235294117,548.7058823529412,1212.764705882353,505.7647058823529,5944.411764705882,1.0,2.0,32
283,Nevada,1p3c,1234.1176470588234,835.0,1228.0588235294117,1229.235294117647,749.7058823529412,1377.5882352941176,695.7647058823529,7349.941176470588,1.0,3.0,32
284,Nevada,1p4c,1234.1176470588234,1022.1764705882352,1260.0,1475.4117647058824,817.4705882352941,1377.5882352941176,691.8235294117648,7878.882352941177,1.0,4.0,32
285,Nevada,2p0c,699.7647058823529,531.5882352941177,1193.3529411764705,982.7058823529412,446.05882352941177,0.0,511.0,4364.176470588235,2.0,0.0,32
286,Nevada,2p1c,888.5294117647059,661.5294117647059,1284.5294117647059,1228.2941176470588,561.5882352941177,676.4117647058823,594.8823529411765,5895.823529411765,2.0,1.0,32
287,Nevada,2p2c,888.5294117647059,837.7058823529412,1330.4117647058824,1474.5294117647059,625.4705882352941,1212.764705882353,597.1176470588235,6966.64705882353,2.0,2.0,32
288,Nevada,2p3c,1234.1176470588234,1022.7647058823529,1361.0588235294117,1720.5882352941176,817.7647058823529,1377.5882352941176,697.0,8231.058823529413,2.0,3.0,32
289,Nevada,2p4c,1234.1176470588234,1251.8235294117646,1363.8235294117646,1966.8823529411766,900.7058823529412,1377.5882352941176,660.7058823529412,8755.411764705883,2.0,4.0,32
290,New Hampshire,1p0c,789.6,314.3,906.9,319.8,400.1,0.0,416.4,3147.2,1.0,0.0,33
291,New Hampshire,1p1c,1136.6,463.4,1006.1,482.2,579.7,760.4,486.6,4914.5,1.0,1.0,33
292,New Hampshire,1p2c,1136.6,678.9,1080.2,643.6,658.0,1229.3,503.4,5930.2,1.0,2.0,33
293,New Hampshire,1p3c,1492.7,905.8,1150.4,805.7,869.1,1373.7,677.4,7274.4,1.0,3.0,33
294,New Hampshire,1p4c,1492.7,1108.6,1181.6,967.1,942.8,1373.7,648.1,7714.4,1.0,4.0,33
295,New Hampshire,2p0c,889.6,576.5,1115.4,639.9,531.1,0.0,490.9,4243.6,2.0,0.0,33
296,New Hampshire,2p1c,1136.6,717.5,1185.2,802.0,672.0,760.4,589.2,5862.5,2.0,1.0,33
297,New Hampshire,2p2c,1136.6,908.5,1254.7,963.4,741.2,1229.3,568.9,6803.3,2.0,2.0,33
298,New Hampshire,2p3c,1492.7,1109.4,1283.8,1125.5,943.0,1373.7,644.5,7972.5,2.0,3.0,33
299,New Hampshire,2p4c,1492.7,1357.8,1327.0,1287.2,1032.7,1373.7,601.3,8472.5,2.0,4.0,33
300,New Jersey,1p0c,1098.7142857142858,308.23809523809524,792.4285714285714,389.0,509.8095238095238,0.0,550.1428571428571,3648.5238095238096,1.0,0.0,34
301,New Jersey,1p1c,1574.142857142857,454.14285714285717,880.0,599.0,735.0,923.3333333333334,763.8095238095239,5928.809523809524,1.0,1.0,34
302,New Jersey,1p2c,1574.142857142857,665.4761904761905,974.7619047619048,808.0,811.5714285714286,1637.6666666666667,993.3809523809524,7464.761904761905,1.0,2.0,34
303,New Jersey,1p3c,2007.7142857142858,887.6666666666666,1070.1904761904761,1017.0,1049.047619047619,1857.5238095238096,1392.2857142857142,9281.47619047619,1.0,3.0,34
304,New Jersey,1p4c,2007.7142857142858,1086.5714285714287,1116.3333333333333,1226.0,1121.1904761904761,1857.5238095238096,1426.904761904762,9842.714285714286,1.0,4.0,34
305,New Jersey,2p0c,1275.0,565.047619047619,986.9047619047619,779.0,666.7142857142857,0.0,667.4285714285714,4939.857142857143,2.0,0.0,34
306,New Jersey,2p1c,1574.142857142857,703.2380952380952,1079.0,988.0,825.1428571428571,923.3333333333334,886.7619047619048,6979.476190476191,2.0,1.0,34
307,New Jersey,2p2c,1574.142857142857,890.4761904761905,1175.6190476190477,1197.0,893.047619047619,1637.6666666666667,1030.6666666666667,8399.0,2.0,2.0,34
308,New Jersey,2p3c,2007.7142857142858,1087.142857142857,1219.7619047619048,1406.0,1121.4761904761904,1857.5238095238096,1328.5714285714287,10028.47619047619,2.0,3.0,34
309,New Jersey,2p4c,2007.7142857142858,1330.5714285714287,1251.4761904761904,1616.0,1209.5714285714287,1857.5238095238096,1360.3809523809523,10632.857142857143,2.0,4.0,34
310,New Mexico,1p0c,639.8181818181819,270.57575757575756,924.030303030303,330.6969696969697,329.93939393939394,0.0,433.3939393939394,2928.242424242424,1.0,0.0,35
311,New Mexico,1p1c,842.939393939394,398.7878787878788,987.2424242424242,496.8484848484849,449.93939393939394,666.6969696969697,462.1212121212121,4304.393939393939,1.0,1.0,35
312,New Mexico,1p2c,842.939393939394,584.3030303030303,1061.3636363636363,663.0909090909091,517.1515151515151,1189.6666666666667,501.93939393939394,5360.121212121212,1.0,2.0,35
313,New Mexico,1p3c,1138.5151515151515,779.5454545454545,1108.7272727272727,829.3030303030303,695.030303030303,1350.4545454545455,653.9090909090909,6555.212121212121,1.0,3.0,35
314,New Mexico,1p4c,1138.5151515151515,954.1818181818181,1167.5151515151515,995.4545454545455,758.2727272727273,1350.4545454545455,613.9090909090909,6978.030303030303,1.0,4.0,35
315,New Mexico,2p0c,683.2121212121212,496.1212121212121,1093.7575757575758,661.1818181818181,427.3636363636364,0.0,461.27272727272725,3822.6060606060605,2.0,0.0,35
316,New Mexico,2p1c,842.939393939394,617.5151515151515,1165.7878787878788,827.5151515151515,529.1212121212121,666.6969696969697,581.0909090909091,5230.272727272727,2.0,1.0,35
317,New Mexico,2p2c,842.939393939394,782.1515151515151,1211.0,992.8787878787879,588.7878787878788,1189.6666666666667,594.1212121212121,6201.818181818182,2.0,2.0,35
318,New Mexico,2p3c,1138.5151515151515,954.8181818181819,1272.6363636363637,1159.1818181818182,758.5151515151515,1350.4545454545455,680.030303030303,7314.484848484848,2.0,3.0,35
319,New Mexico,2p4c,1138.5151515151515,1168.4848484848485,1277.3939393939395,1325.3636363636363,835.939393939394,1350.4545454545455,614.6969696969697,7711.212121212121,2.0,4.0,35
320,New York,1p0c,831.4677419354839,282.0,857.1451612903226,464.7741935483871,403.4516129032258,0.0,576.016129032258,3415.1129032258063,1.0,0.0,36
321,New York,1p1c,1100.6935483870968,415.64516129032256,934.6935483870968,778.5483870967741,549.3548387096774,866.2903225806451,736.9354838709677,5382.3387096774195,1.0,1.0,36
322,New York,1p2c,1100.6935483870968,608.9677419354839,1034.5806451612902,817.1290322580645,619.5322580645161,2009.241935483871,1048.4354838709678,7238.435483870968,1.0,2.0,36
323,New York,1p3c,1408.3709677419354,812.4354838709677,1092.774193548387,855.4032258064516,804.6935483870968,2361.016129032258,1308.6129032258063,8643.193548387097,1.0,3.0,36
324,New York,1p4c,1408.3709677419354,994.4516129032259,1125.774193548387,893.9354838709677,870.6290322580645,2361.016129032258,1226.0483870967741,8880.048387096775,1.0,4.0,36
325,New York,2p0c,906.1774193548387,517.0967741935484,1032.0967741935483,930.1612903225806,515.6612903225806,0.0,665.8548387096774,4567.0,2.0,0.0,36
326,New York,2p1c,1100.6935483870968,643.516129032258,1131.4032258064517,1302.8387096774193,632.0322580645161,866.2903225806451,901.9516129032259,6578.645161290323,2.0,1.0,36
327,New York,2p2c,1100.6935483870968,815.0322580645161,1187.5967741935483,1341.0967741935483,694.1451612903226,2009.241935483871,1110.5645161290322,8258.40322580645,2.0,2.0,36
328,New York,2p3c,1408.3709677419354,994.983870967742,1219.0967741935483,1379.4032258064517,870.8548387096774,2361.016129032258,1298.1935483870968,9532.016129032258,2.0,3.0,36
329,New York,2p4c,1408.3709677419354,1217.6935483870968,1232.9354838709678,1417.741935483871,951.5645161290323,2361.016129032258,1218.6129032258063,9808.064516129032,2.0,4.0,36
330,North Carolina,1p0c,640.71,260.8,913.14,465.51,326.58,0.0,496.81,3103.58,1.0,0.0,37
331,North Carolina,1p1c,805.15,384.3,975.9,698.68,431.0,627.69,536.31,4459.16,1.0,1.0,37
332,North Carolina,1p2c,805.15,563.07,1041.81,932.17,495.78,1021.2,573.77,5432.92,1.0,2.0,37
333,North Carolina,1p3c,1063.66,751.2,1093.57,1165.33,657.61,1142.35,746.52,6620.15,1.0,3.0,37
334,North Carolina,1p4c,1063.66,919.52,1126.14,1398.74,718.53,1142.35,745.03,7113.86,1.0,4.0,37
335,North Carolina,2p0c,657.41,478.1,1082.16,931.02,411.41,0.0,569.83,4129.93,2.0,0.0,37
336,North Carolina,2p1c,805.15,595.03,1144.86,1164.29,507.31,627.69,686.23,5530.61,2.0,1.0,37
337,North Carolina,2p2c,805.15,753.7,1195.3,1397.68,564.79,1021.2,698.75,6436.36,2.0,2.0,37
338,North Carolina,2p3c,1063.66,920.03,1227.56,1630.85,718.8,1142.35,792.33,7495.6,2.0,3.0,37
339,North Carolina,2p4c,1063.66,1125.93,1256.51,1864.32,793.32,1142.35,776.47,8022.46,2.0,4.0,37
340,North Dakota,1p0c,606.3584905660377,284.47169811320754,1008.2452830188679,379.92452830188677,322.8490566037736,0.0,410.9056603773585,3012.3396226415093,1.0,0.0,38
341,North Dakota,1p1c,780.9245283018868,419.3207547169811,1075.6792452830189,565.8490566037735,434.92452830188677,602.188679245283,402.6981132075472,4282.075471698113,1.0,1.0,38
342,North Dakota,1p2c,780.9245283018868,614.3207547169811,1141.4528301886792,752.622641509434,505.5660377358491,1169.0188679245282,432.54716981132077,5396.867924528302,1.0,2.0,38
343,North Dakota,1p3c,1074.433962264151,819.5094339622641,1188.5849056603774,939.4905660377359,686.2830188679245,1343.6037735849056,570.377358490566,6622.396226415094,1.0,3.0,38
344,North Dakota,1p4c,1074.433962264151,1003.2264150943396,1254.6037735849056,1126.2641509433963,752.811320754717,1343.6037735849056,548.0188679245283,7103.0,1.0,4.0,38
345,North Dakota,2p0c,621.8679245283018,521.5471698113207,1180.9245283018868,758.9622641509434,414.37735849056605,0.0,461.0,3958.754716981132,2.0,0.0,38
346,North Dakota,2p1c,780.9245283018868,649.0377358490566,1242.9811320754718,945.7735849056604,518.2075471698113,602.188679245283,514.3962264150944,5253.66037735849,2.0,1.0,38
347,North Dakota,2p2c,780.9245283018868,822.3584905660377,1288.0377358490566,1132.6037735849056,580.7924528301887,1169.0188679245282,520.1320754716982,6293.679245283019,2.0,2.0,38
348,North Dakota,2p3c,1074.433962264151,1003.7924528301887,1357.698113207547,1319.4150943396226,753.0566037735849,1343.6037735849056,597.0566037735849,7448.679245283019,2.0,3.0,38
349,North Dakota,2p4c,1074.433962264151,1228.5283018867924,1359.9433962264152,1506.1698113207547,834.433962264151,1343.6037735849056,540.0566037735849,7886.773584905661,2.0,4.0,38
350,Ohio,1p0c,569.3863636363636,245.0340909090909,881.4090909090909,380.8636363636364,295.1136363636364,0.0,387.95454545454544,2759.5113636363635,1.0,0.0,39
